Zip code,Owner,Link
94102,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/1
94109,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/7
94104,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/3
94105,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/4
94107,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/5
94103,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/2
94108,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/6
94110,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/8
94111,0xaB3971100EaF724C0cD523F3F3Cc05ee3bF29c66,https://testnets.opensea.io/assets/mumbai/0xf6dbaf3d8bb33a86a7df0082066e18cc671f44d1/9
